"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","third2$VORP","Tm.y","Index","Image"
"488","P.J. Hairston","SF","23","CHO","2.1","5.8","0.359","1.1","3.6","0.314","0.9","2.2","0.433","0.457","0.7","0.9","0.81","0.4","2.3","2.7","0.6","0.5","0.1","0.5","2.2","6","0.486","0.623","0.152","2.1","13","7.5","4.7","1.3","0.6","7.5","15.3","2016","Sharpshooters",-0.3,"TOT","hairspj02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hairspj02.jpg"
"489","P.J. Hairston","SF","23","CHO","2.1","5.8","0.359","1.1","3.6","0.314","0.9","2.2","0.433","0.457","0.7","0.9","0.81","0.4","2.3","2.7","0.6","0.5","0.1","0.5","2.2","6","0.486","0.623","0.152","2.1","13","7.5","4.7","1.3","0.6","7.5","15.3","2016","Sharpshooters",-0.3,"CHO","hairspj02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hairspj02.jpg"
"490","P.J. Hairston","SF","23","MEM","2.6","7.3","0.348","0.9","3.8","0.232","1.7","3.5","0.476","0.409","0.9","1.2","0.727","0.4","2.2","2.6","0.5","0.4","0.2","0.9","1.7","6.9","0.438","0.523","0.167","2","12.4","7","3.8","1.1","1","10.7","19","2016","Sharpshooters",-0.4,"MEM","hairspj02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hairspj02.jpg"
"491","P.J. Hairston","SF","23","MEM","2.6","7.3","0.348","0.9","3.8","0.232","1.7","3.5","0.476","0.409","0.9","1.2","0.727","0.4","2.2","2.6","0.5","0.4","0.2","0.9","1.7","6.9","0.438","0.523","0.167","2","12.4","7","3.8","1.1","1","10.7","19","2016","Sharpshooters",-0.4,"TOT","hairspj02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hairspj02.jpg"
"492","P.J. Hairston","SF","23","MEM","2.6","7.3","0.348","0.9","3.8","0.232","1.7","3.5","0.476","0.409","0.9","1.2","0.727","0.4","2.2","2.6","0.5","0.4","0.2","0.9","1.7","6.9","0.438","0.523","0.167","2","12.4","7","3.8","1.1","1","10.7","19","2016","Sharpshooters",-0.4,"CHO","hairspj02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hairspj02.jpg"
"493","P.J. Tucker","SF","30","PHO","2.9","7.1","0.411","0.8","2.5","0.33","2.1","4.6","0.455","0.469","1.3","1.7","0.746","2","4.2","6.2","2.2","1.3","0.2","1.4","2.5","8","0.506","0.354","0.244","6.9","15.2","10.9","10.2","2","0.6","14.7","12.7","2016","Wing Scorers",1.7,"PHO","tuckepj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/tuckepj01.jpg"
"494","Pablo Prigioni","PG","38","LAC","0.9","2.5","0.374","0.5","1.6","0.295","0.5","0.9","0.519","0.469","0.1","0.1","0.875","0.6","1.3","1.9","2.2","0.9","0","0.8","1.4","2.5","0.482","0.646","0.054","5.1","9.9","7.5","21.8","3.2","0.1","24.6","11","2016","Sharpshooters",0.5,"LAC","prigipa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/prigipa01.jpg"
"495","Patrick Beverley","PG","27","HOU","3.6","8.4","0.434","1.7","4.4","0.4","1.9","4","0.472","0.539","0.8","1.2","0.682","1","2.5","3.5","3.4","1.3","0.4","1.3","3.3","9.9","0.553","0.522","0.148","3.9","9.6","6.8","17.9","2.3","1.1","12.6","15.3","2016","Wing Scorers",1.6,"HOU","beverpa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/beverpa01.jpg"
"496","Patrick Patterson","PF","26","TOR","2.6","6.2","0.414","1.3","3.7","0.362","1.2","2.5","0.49","0.521","0.4","0.4","0.853","1","3.4","4.3","1.2","0.7","0.4","0.8","1.6","6.9","0.534","0.594","0.069","4.4","14.8","9.7","7.1","1.4","1.3","11.3","12.9","2016","Sharpshooters",1.5,"TOR","pattepa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pattepa01.jpg"
"497","Patty Mills","PG","27","SAS","3.2","7.6","0.425","1.5","4","0.384","1.7","3.6","0.469","0.525","0.6","0.7","0.81","0.3","1.6","2","2.8","0.7","0.1","0.9","1.3","8.5","0.541","0.523","0.095","1.9","8.7","5.4","20.1","1.8","0.3","10.7","19.7","2016","Sharpshooters",1.6,"SAS","millspa02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/millspa02.jpg"
"498","Pau Gasol","C","35","CHI","6.5","13.8","0.469","0.3","1","0.348","6.2","12.9","0.478","0.481","3.2","4","0.792","2.2","8.9","11","4.1","0.6","2","2.3","2.1","16.5","0.529","0.069","0.29","7.3","28.7","18.2","21.7","0.9","4.7","12.8","24.6","2016","Big Men",3.5,"CHI","gasolpa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gasolpa01.jpg"
"499","Paul George","SF","25","IND","7.5","17.9","0.418","2.6","7","0.371","4.9","10.9","0.447","0.49","5.6","6.5","0.86","1","6","7","4.1","1.9","0.4","3.3","2.8","23.1","0.557","0.391","0.364","3.1","18.7","10.9","20.3","2.7","0.8","13.6","30.4","2016","Ball Handlers",4.6,"IND","georgpa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/georgpa01.jpg"
"500","Paul Millsap","PF","30","ATL","6.2","13.2","0.47","0.9","2.9","0.319","5.3","10.3","0.512","0.505","3.8","5","0.757","2.4","6.6","9","3.3","1.8","1.7","2.4","2.9","17.1","0.556","0.218","0.383","8.4","21.5","15.1","16.4","2.7","4.1","13.3","24.3","2016","Big Men",4.9,"ATL","millspa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/millspa01.jpg"
"501","Paul Pierce","SF","38","LAC","2.1","5.8","0.363","1.1","3.6","0.31","1","2.3","0.445","0.457","0.8","1","0.818","0.2","2.6","2.7","1","0.5","0.3","0.9","1.9","6.1","0.489","0.61","0.166","1.1","15.2","8.2","8.5","1.3","1.1","12","17.8","2016","Sharpshooters",-0.3,"LAC","piercpa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/piercpa01.jpg"
"502","Phil Pressey","PG","24","TOT","1.3","3.4","0.385","0.2","0.8","0.222","1.1","2.6","0.433","0.41","0.6","1.1","0.52","0.1","1.2","1.3","3.3","0.8","0.2","1.4","1.2","3.3","0.433","0.231","0.321","1.1","11.1","6","40.7","3.1","1.1","27","18.7","2016","Sharpshooters",-0.3,"PHO","pressph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pressph01.jpg"
"503","Phil Pressey","PG","24","TOT","1.3","3.4","0.385","0.2","0.8","0.222","1.1","2.6","0.433","0.41","0.6","1.1","0.52","0.1","1.2","1.3","3.3","0.8","0.2","1.4","1.2","3.3","0.433","0.231","0.321","1.1","11.1","6","40.7","3.1","1.1","27","18.7","2016","Sharpshooters",-0.3,"PHI","pressph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pressph01.jpg"
"504","Phil Pressey","PG","24","TOT","1.3","3.4","0.385","0.2","0.8","0.222","1.1","2.6","0.433","0.41","0.6","1.1","0.52","0.1","1.2","1.3","3.3","0.8","0.2","1.4","1.2","3.3","0.433","0.231","0.321","1.1","11.1","6","40.7","3.1","1.1","27","18.7","2016","Sharpshooters",-0.3,"TOT","pressph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pressph01.jpg"
"505","Phil Pressey","PG","24","PHI","1.5","3.9","0.382","0.3","0.9","0.308","1.2","3","0.405","0.418","0.6","1.3","0.5","0","1.6","1.6","3.3","0.8","0.1","1.4","1","3.9","0.437","0.236","0.327","0","15.2","7.4","43.2","3.2","0.4","23.2","21.1","2016","Sharpshooters",-0.2,"PHO","pressph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pressph01.jpg"
"506","Phil Pressey","PG","24","PHI","1.5","3.9","0.382","0.3","0.9","0.308","1.2","3","0.405","0.418","0.6","1.3","0.5","0","1.6","1.6","3.3","0.8","0.1","1.4","1","3.9","0.437","0.236","0.327","0","15.2","7.4","43.2","3.2","0.4","23.2","21.1","2016","Sharpshooters",-0.2,"PHI","pressph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pressph01.jpg"
"507","Phil Pressey","PG","24","PHI","1.5","3.9","0.382","0.3","0.9","0.308","1.2","3","0.405","0.418","0.6","1.3","0.5","0","1.6","1.6","3.3","0.8","0.1","1.4","1","3.9","0.437","0.236","0.327","0","15.2","7.4","43.2","3.2","0.4","23.2","21.1","2016","Sharpshooters",-0.2,"TOT","pressph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pressph01.jpg"
"508","Phil Pressey","PG","24","PHO","1","2.6","0.391","0","0.6","0","1","2","0.5","0.391","0.4","0.8","0.571","0.3","0.6","0.9","3.2","0.8","0.3","1.6","1.6","2.4","0.422","0.217","0.304","2.8","4.9","3.8","37","3","2.2","34.9","15.1","2016","Sharpshooters",-0.2,"PHO","pressph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pressph01.jpg"
"509","Phil Pressey","PG","24","PHO","1","2.6","0.391","0","0.6","0","1","2","0.5","0.391","0.4","0.8","0.571","0.3","0.6","0.9","3.2","0.8","0.3","1.6","1.6","2.4","0.422","0.217","0.304","2.8","4.9","3.8","37","3","2.2","34.9","15.1","2016","Sharpshooters",-0.2,"PHI","pressph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pressph01.jpg"
"510","Phil Pressey","PG","24","PHO","1","2.6","0.391","0","0.6","0","1","2","0.5","0.391","0.4","0.8","0.571","0.3","0.6","0.9","3.2","0.8","0.3","1.6","1.6","2.4","0.422","0.217","0.304","2.8","4.9","3.8","37","3","2.2","34.9","15.1","2016","Sharpshooters",-0.2,"TOT","pressph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pressph01.jpg"
"511","Quincy Acy","PF","25","SAC","2","3.6","0.556","0.3","0.8","0.388","1.7","2.8","0.606","0.6","0.8","1.2","0.735","1.1","2.1","3.2","0.5","0.5","0.4","0.5","1.7","5.2","0.629","0.229","0.318","8.1","15.1","11.6","4.4","1.6","2.2","10","13.1","2016","Bruiser Big Men",0.5,"SAC","acyqu01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/acyqu01.jpg"
"512","Rajon Rondo","PG","29","SAC","4.9","10.9","0.454","0.9","2.4","0.365","4.1","8.5","0.479","0.494","1.2","2.1","0.58","1.1","5","6","11.7","2","0.1","3.9","2.4","11.9","0.506","0.217","0.192","3.3","15.2","9.3","48","2.7","0.3","24.7","18.8","2016","Ball Handlers",1.9,"SAC","rondora01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rondora01.jpg"
"513","Ramon Sessions","PG","29","WAS","3.4","7.2","0.473","0.4","1.4","0.324","3","5.9","0.507","0.503","2.6","3.5","0.756","0.3","2.2","2.5","2.9","0.6","0.1","1.4","1.2","9.9","0.565","0.188","0.478","1.6","12.2","6.8","22","1.3","0.2","13.8","21.8","2016","Wing Scorers",0.1,"WAS","sessira01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sessira01.jpg"
"514","Randy Foye","SG","32","TOT","2.1","6","0.351","0.9","3.1","0.3","1.2","2.9","0.405","0.428","0.8","0.9","0.824","0.3","1.6","1.9","2","0.5","0.4","1.1","1.6","5.9","0.461","0.519","0.154","1.6","8.8","5.2","14.1","1.2","1.4","14.3","15.9","2016","Sharpshooters",-0.6,"TOT","foyera01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/foyera01.jpg"
"515","Randy Foye","SG","32","TOT","2.1","6","0.351","0.9","3.1","0.3","1.2","2.9","0.405","0.428","0.8","0.9","0.824","0.3","1.6","1.9","2","0.5","0.4","1.1","1.6","5.9","0.461","0.519","0.154","1.6","8.8","5.2","14.1","1.2","1.4","14.3","15.9","2016","Sharpshooters",-0.6,"OKC","foyera01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/foyera01.jpg"
"516","Randy Foye","SG","32","TOT","2.1","6","0.351","0.9","3.1","0.3","1.2","2.9","0.405","0.428","0.8","0.9","0.824","0.3","1.6","1.9","2","0.5","0.4","1.1","1.6","5.9","0.461","0.519","0.154","1.6","8.8","5.2","14.1","1.2","1.4","14.3","15.9","2016","Sharpshooters",-0.6,"DEN","foyera01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/foyera01.jpg"
"517","Randy Foye","SG","32","DEN","2.2","6.2","0.351","0.9","3.1","0.296","1.2","3","0.409","0.426","0.7","0.9","0.83","0.3","1.6","1.9","2.1","0.5","0.3","1.1","1.5","6","0.457","0.508","0.141","1.6","9.4","5.4","15.6","1.2","1.2","14.1","16.8","2016","Sharpshooters",-0.6,"TOT","foyera01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/foyera01.jpg"
"518","Randy Foye","SG","32","DEN","2.2","6.2","0.351","0.9","3.1","0.296","1.2","3","0.409","0.426","0.7","0.9","0.83","0.3","1.6","1.9","2.1","0.5","0.3","1.1","1.5","6","0.457","0.508","0.141","1.6","9.4","5.4","15.6","1.2","1.2","14.1","16.8","2016","Sharpshooters",-0.6,"OKC","foyera01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/foyera01.jpg"
"519","Randy Foye","SG","32","DEN","2.2","6.2","0.351","0.9","3.1","0.296","1.2","3","0.409","0.426","0.7","0.9","0.83","0.3","1.6","1.9","2.1","0.5","0.3","1.1","1.5","6","0.457","0.508","0.141","1.6","9.4","5.4","15.6","1.2","1.2","14.1","16.8","2016","Sharpshooters",-0.6,"DEN","foyera01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/foyera01.jpg"
"520","Randy Foye","SG","32","OKC","1.9","5.5","0.349","0.9","3","0.309","1","2.5","0.397","0.433","0.8","1","0.815","0.3","1.6","1.9","1.8","0.5","0.5","1","1.8","5.6","0.469","0.544","0.181","1.6","7.8","4.9","11.3","1.1","1.7","14.8","14.1","2016","Sharpshooters",-0.1,"TOT","foyera01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/foyera01.jpg"
"521","Randy Foye","SG","32","OKC","1.9","5.5","0.349","0.9","3","0.309","1","2.5","0.397","0.433","0.8","1","0.815","0.3","1.6","1.9","1.8","0.5","0.5","1","1.8","5.6","0.469","0.544","0.181","1.6","7.8","4.9","11.3","1.1","1.7","14.8","14.1","2016","Sharpshooters",-0.1,"OKC","foyera01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/foyera01.jpg"
"522","Randy Foye","SG","32","OKC","1.9","5.5","0.349","0.9","3","0.309","1","2.5","0.397","0.433","0.8","1","0.815","0.3","1.6","1.9","1.8","0.5","0.5","1","1.8","5.6","0.469","0.544","0.181","1.6","7.8","4.9","11.3","1.1","1.7","14.8","14.1","2016","Sharpshooters",-0.1,"DEN","foyera01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/foyera01.jpg"
"523","Rashad Vaughn","SG","19","MIL","1.2","3.8","0.305","0.6","2.1","0.293","0.5","1.7","0.319","0.385","0.2","0.2","0.8","0.2","1.1","1.3","0.6","0.4","0.2","0.4","1","3.1","0.398","0.553","0.056","1.3","8.7","5","5.5","1.5","1.4","9.3","13.5","2016","Sharpshooters",-1,"MIL","vaughra01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/vaughra01.jpg"
"524","Raul Neto","PG","23","UTA","2.2","5.2","0.431","0.8","2","0.395","1.4","3.2","0.453","0.507","0.6","0.9","0.743","0.2","1.3","1.5","2.1","0.8","0","1.3","1.5","5.9","0.53","0.388","0.167","1.3","8","4.7","18.7","2.2","0.1","19.5","17.2","2016","Sharpshooters",-0.1,"UTA","netora01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/netora01.jpg"
"525","Ray McCallum","PG","24","MEM","2.8","7.9","0.354","1","2.6","0.385","1.8","5.3","0.34","0.418","0.3","0.5","0.6","0.2","1.4","1.6","2.7","0.7","0.3","1.3","1.5","6.9","0.425","0.329","0.063","1","7.6","4.2","19.5","1.6","1.3","13.8","19.3","2016","Sharpshooters",-0.2,"TOT","mccalra01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mccalra01.jpg"
"526","Ray McCallum","PG","24","MEM","2.8","7.9","0.354","1","2.6","0.385","1.8","5.3","0.34","0.418","0.3","0.5","0.6","0.2","1.4","1.6","2.7","0.7","0.3","1.3","1.5","6.9","0.425","0.329","0.063","1","7.6","4.2","19.5","1.6","1.3","13.8","19.3","2016","Sharpshooters",-0.2,"SAS","mccalra01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mccalra01.jpg"
"527","Ray McCallum","PG","24","MEM","2.8","7.9","0.354","1","2.6","0.385","1.8","5.3","0.34","0.418","0.3","0.5","0.6","0.2","1.4","1.6","2.7","0.7","0.3","1.3","1.5","6.9","0.425","0.329","0.063","1","7.6","4.2","19.5","1.6","1.3","13.8","19.3","2016","Sharpshooters",-0.2,"MEM","mccalra01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mccalra01.jpg"
"528","Raymond Felton","PG","31","DAL","3.5","8.5","0.406","0.8","2.7","0.282","2.7","5.9","0.463","0.45","1.9","2.2","0.847","0.5","2.8","3.2","3.6","0.9","0.2","1.5","1.8","9.5","0.502","0.312","0.258","1.8","11.1","6.5","20.3","1.6","0.6","13.7","18.4","2016","Wing Scorers",0.6,"DAL","feltora01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/feltora01.jpg"
"529","Reggie Jackson","PG","25","DET","6.8","15.7","0.434","1.5","4.2","0.353","5.3","11.5","0.464","0.482","3.7","4.3","0.864","0.7","2.5","3.2","6.2","0.7","0.1","2.8","2.4","18.8","0.535","0.268","0.271","2.5","9.1","5.7","36.3","1.2","0.3","13.8","29.1","2016","Ball Handlers",2.6,"DET","jacksre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/jacksre01.jpg"
"530","Richard Jefferson","SF","35","CLE","1.9","4.2","0.458","0.9","2.3","0.382","1","1.9","0.554","0.564","0.8","1.2","0.667","0.2","1.5","1.7","0.8","0.4","0.2","0.6","1.7","5.5","0.585","0.554","0.279","1.3","9.6","5.5","6.4","1.3","0.9","10.9","13.4","2016","Sharpshooters",0.4,"CLE","jefferi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/jefferi01.jpg"
"531","Richaun Holmes","PF","22","PHI","2.2","4.4","0.514","0.2","0.9","0.182","2.1","3.5","0.596","0.532","1","1.5","0.689","1.2","1.4","2.6","0.6","0.4","0.8","0.6","1.8","5.6","0.564","0.198","0.333","9.3","11.7","10.5","8","1.3","4.3","11.2","17.9","2016","Bruiser Big Men",0.2,"PHI","holmeri01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/holmeri01.jpg"
"532","Ricky Rubio","PG","25","MIN","2.9","7.7","0.374","0.8","2.5","0.326","2.1","5.2","0.396","0.427","3.5","4.1","0.847","0.5","3.8","4.3","8.7","2.1","0.1","2.5","2.6","10.1","0.529","0.324","0.536","2","14.1","8.2","41.4","3.5","0.4","21","17.7","2016","Ball Handlers",2.3,"MIN","rubiori01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rubiori01.jpg"
"533","Robert Covington","SF","25","PHI","4.1","10.6","0.385","2.5","7.2","0.353","1.6","3.4","0.452","0.504","2.1","2.6","0.791","1","5.3","6.3","1.4","1.6","0.6","2.1","3.5","12.8","0.543","0.677","0.249","3.6","20.9","12","8.4","2.7","1.6","15.3","21.5","2016","Wing Scorers",0.9,"PHI","covinro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/covinro01.jpg"
"534","Robert Sacre","C","26","LAL","1.2","3","0.413","0","0","0","1.2","3","0.413","0.413","1","1.5","0.658","1.3","1.6","2.9","0.6","0.2","0.4","0.5","1.7","3.5","0.474","0","0.507","10.4","13.9","12.1","6.9","0.6","2.5","11.6","14.3","2016","Bruiser Big Men",-0.2,"LAL","sacrero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sacrero01.jpg"
"535","Robin Lopez","C","27","NYK","4.4","8.1","0.539","0","0","0","4.4","8.1","0.54","0.539","1.6","2","0.795","3.3","4.1","7.3","1.4","0.2","1.6","1.6","2.2","10.3","0.574","0.002","0.243","13.4","16.2","14.8","8.5","0.4","4.4","15.4","17.7","2016","Bruiser Big Men",1.9,"NYK","lopezro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/lopezro01.jpg"
"536","Rodney Hood","SG","23","UTA","5.2","12.3","0.42","2","5.7","0.359","3.1","6.6","0.472","0.503","2.2","2.5","0.86","0.5","2.9","3.4","2.7","0.9","0.2","1.6","2.6","14.5","0.542","0.462","0.206","1.8","10.5","6.1","14.4","1.5","0.5","10.5","21.5","2016","Wing Scorers",1.7,"UTA","hoodro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hoodro01.jpg"
"537","Rodney Stuckey","PG","29","IND","3.2","7.6","0.413","0.3","1.4","0.241","2.8","6.2","0.453","0.436","2.3","2.7","0.829","0.3","2.4","2.7","2.4","0.7","0.1","1.3","1.3","8.9","0.504","0.187","0.357","1.6","11.7","6.7","17.2","1.7","0.5","12.9","20.3","2016","Sharpshooters",-0.2,"IND","stuckro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/stuckro01.jpg"
"538","Rondae Hollis-Jefferson","SF","21","BRK","2.2","4.8","0.457","0.1","0.5","0.286","2","4.3","0.476","0.471","1.3","1.8","0.712","1.3","4","5.3","1.5","1.3","0.6","0.9","2.1","5.8","0.519","0.101","0.377","7","21.4","14.1","10.1","3.2","2.1","13.9","13.5","2016","Bruiser Big Men",0.5,"BRK","holliro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/holliro01.jpg"
"539","Ronnie Price","PG","32","PHO","1.9","4.9","0.384","1.1","3.2","0.347","0.8","1.7","0.453","0.497","0.5","0.7","0.756","0.4","1.2","1.6","2.4","1.2","0.2","1.1","2.6","5.3","0.517","0.649","0.136","2.2","6.8","4.4","17.9","3","0.9","17.9","13.7","2016","Sharpshooters",0.4,"PHO","pricero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pricero01.jpg"
"540","Roy Hibbert","C","29","LAL","2.2","5.1","0.443","0","0","0","2.2","5","0.445","0.443","1.4","1.8","0.807","1.6","3.3","4.9","1.2","0.4","1.4","0.9","3.1","5.9","0.507","0.005","0.353","7.3","15.8","11.4","8","0.9","4.6","13.8","12.9","2016","Bruiser Big Men",0.3,"LAL","hibbero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hibbero01.jpg"
"541","Rudy Gay","SF","29","SAC","6.7","14.4","0.463","1.1","3.1","0.344","5.6","11.3","0.495","0.5","2.8","3.6","0.78","1.5","5","6.5","1.7","1.4","0.7","2","2.6","17.2","0.538","0.214","0.252","4.7","15.9","10.4","8","2","1.7","11.1","22.4","2016","Ball Handlers",1,"SAC","gayru01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gayru01.jpg"
"542","Rudy Gobert","C","23","UTA","3.2","5.8","0.559","0","0","0","3.2","5.8","0.559","0.559","2.6","4.6","0.569","3.4","7.5","11","1.5","0.7","2.2","1.9","2.7","9.1","0.582","0","0.799","12.6","27.7","20.2","7.4","1.2","5.9","19.2","14.2","2016","Big Men",2.8,"UTA","goberru01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/goberru01.jpg"
"543","Russell Westbrook","PG","27","OKC","8.2","18.1","0.454","1.3","4.3","0.296","6.9","13.8","0.503","0.489","5.8","7.2","0.812","1.8","6","7.8","10.4","2","0.3","4.3","2.5","23.5","0.554","0.236","0.397","6.1","18.1","12.4","49.6","2.9","0.6","16.8","31.6","2016","Ball Handlers",8.3,"OKC","westbru01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/westbru01.jpg"
"544","Ryan Anderson","PF","27","NOP","6","14.1","0.427","2","5.4","0.366","4","8.7","0.466","0.498","3","3.5","0.873","2","4","6","1.1","0.6","0.4","1.4","1.7","17","0.546","0.385","0.245","7","15.2","10.9","6.1","0.9","1","8","24.7","2016","Wing Scorers",0.3,"NOP","anderry01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderry01.jpg"
"545","Ryan Hollins","C","31","TOT","1.3","2.1","0.62","0","0","0","1.3","2.1","0.62","0.62","0.7","1.1","0.619","1.3","1.4","2.6","0.3","0.2","0.6","0.6","1.7","3.4","0.636","0","0.532","11.2","13.2","12.1","3.3","0.7","4.2","19.8","11.8","2016","Bruiser Big Men",0,"MEM","holliry01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/holliry01.jpg"
"546","Ryan Hollins","C","31","TOT","1.3","2.1","0.62","0","0","0","1.3","2.1","0.62","0.62","0.7","1.1","0.619","1.3","1.4","2.6","0.3","0.2","0.6","0.6","1.7","3.4","0.636","0","0.532","11.2","13.2","12.1","3.3","0.7","4.2","19.8","11.8","2016","Bruiser Big Men",0,"WAS","holliry01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/holliry01.jpg"
"547","Ryan Hollins","C","31","TOT","1.3","2.1","0.62","0","0","0","1.3","2.1","0.62","0.62","0.7","1.1","0.619","1.3","1.4","2.6","0.3","0.2","0.6","0.6","1.7","3.4","0.636","0","0.532","11.2","13.2","12.1","3.3","0.7","4.2","19.8","11.8","2016","Bruiser Big Men",0,"TOT","holliry01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/holliry01.jpg"
"548","Ryan Hollins","C","31","MEM","1.4","2.3","0.625","0","0","0","1.4","2.3","0.625","0.625","0.8","1.3","0.619","1.3","1.5","2.7","0.3","0.2","0.6","0.7","1.8","3.6","0.641","0","0.583","10.6","13.6","12","3.7","0.7","4.5","18.8","12.1","2016","Bruiser Big Men",0.1,"MEM","holliry01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/holliry01.jpg"
"549","Ryan Hollins","C","31","MEM","1.4","2.3","0.625","0","0","0","1.4","2.3","0.625","0.625","0.8","1.3","0.619","1.3","1.5","2.7","0.3","0.2","0.6","0.7","1.8","3.6","0.641","0","0.583","10.6","13.6","12","3.7","0.7","4.5","18.8","12.1","2016","Bruiser Big Men",0.1,"WAS","holliry01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/holliry01.jpg"
"550","Ryan Hollins","C","31","MEM","1.4","2.3","0.625","0","0","0","1.4","2.3","0.625","0.625","0.8","1.3","0.619","1.3","1.5","2.7","0.3","0.2","0.6","0.7","1.8","3.6","0.641","0","0.583","10.6","13.6","12","3.7","0.7","4.5","18.8","12.1","2016","Bruiser Big Men",0.1,"TOT","holliry01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/holliry01.jpg"
"551","Ryan Kelly","PF","24","LAL","1.5","4.1","0.369","0.1","1","0.135","1.4","3.1","0.446","0.386","1","1.5","0.685","0.6","2.8","3.4","0.6","0.4","0.3","0.5","1.1","4.2","0.44","0.248","0.362","4.6","23.7","13.8","6.9","1.4","1.7","9.4","17.9","2016","Sharpshooters",-0.5,"LAL","kellyry01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kellyry01.jpg"
