"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","second2$VORP","Tm.y","Index","Image"
"65","Bimbo Coles","PG","27","MIA","4.4","10.8","0.413","1.2","3.3","0.366","3.2","7.4","0.434","0.47","2.7","3.3","0.803","0.7","3.1","3.9","5.7","1.2","0.2","2.4","3.4","12.8","0.523","0.308","0.309","2.4","9.9","6.2","25.7","1.8","0.5","16.2","18.3","1996","Swingmen",1.4,"TOT","colesbi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/colesbi01.jpg"
"66","Bimbo Coles","PG","27","MIA","4.4","10.8","0.413","1.2","3.3","0.366","3.2","7.4","0.434","0.47","2.7","3.3","0.803","0.7","3.1","3.9","5.7","1.2","0.2","2.4","3.4","12.8","0.523","0.308","0.309","2.4","9.9","6.2","25.7","1.8","0.5","16.2","18.3","1996","Swingmen",1.4,"GSW","colesbi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/colesbi01.jpg"
"67","Bison Dele","C","26","LAC","6.4","11.8","0.543","0","0.1","0.167","6.4","11.7","0.546","0.544","3","4.1","0.734","2.3","5.3","7.6","1.9","1.1","0.8","2.9","3.5","15.8","0.582","0.008","0.349","8.2","19.5","13.7","9.4","1.7","1.9","17.7","22.2","1996","Bruiser Scorers",1.1,"LAC","delebi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/delebi01.jpg"
"68","Blue Edwards","SF","30","VAN","4.9","11.7","0.419","1","3","0.343","3.9","8.7","0.446","0.463","1.9","2.5","0.755","1.2","3","4.2","2.6","1.4","0.6","2.1","3","12.7","0.498","0.256","0.218","4","10.9","7.3","13.8","2.2","1.3","14","20","1996","Swingmen",0.8,"VAN","edwarbl01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/edwarbl01.jpg"
"69","Bo Outlaw","PF","24","LAC","1.3","2.3","0.575","0","0","0","1.3","2.3","0.585","0.575","0.9","2","0.444","1.1","1.4","2.5","0.6","0.6","1.1","0.6","1.6","3.6","0.556","0.016","0.871","10.4","14","12.2","7.4","2.3","6.9","14.9","13.7","1996","Bruiser Big Men",1.1,"LAC","outlabo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/outlabo01.jpg"
"70","Bob Sura","SG","22","CLE","1.9","4.6","0.411","0.3","1","0.346","1.5","3.6","0.429","0.449","1.3","1.8","0.702","0.4","1.3","1.7","2.9","0.7","0.3","1.5","1.6","5.3","0.5","0.217","0.392","3.9","11.9","7.8","35.7","2.8","1.6","21.4","23.6","1996","Wing Scorers",0.1,"CLE","surabo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/surabo01.jpg"
"71","Bobby Hurley","PG","24","SAC","0.9","3.2","0.283","0.3","1.1","0.289","0.6","2.1","0.279","0.33","0.9","1.2","0.8","0.2","0.9","1","3","0.4","0","1.2","1.7","3.1","0.411","0.33","0.37","1.3","6.9","4.1","29.5","1.4","0.2","24.3","14.7","1996","Wing Scorers",-1.4,"SAC","hurlebo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hurlebo01.jpg"
"72","Bobby Phills","SG","26","CLE","5.4","11.5","0.467","1.3","2.9","0.441","4.1","8.5","0.476","0.524","2.6","3.3","0.775","0.9","2.8","3.6","3.8","1.4","0.4","1.8","2.7","14.6","0.564","0.255","0.291","3.2","10.7","6.9","19.7","2.4","0.9","11.9","21.1","1996","Swingmen",2.4,"CLE","phillbo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/phillbo01.jpg"
"73","Brad Lohaus","PF","31","NYK","1.4","3.4","0.405","1","2.5","0.421","0.3","1","0.364","0.557","0.1","0.1","1","0.1","1.3","1.3","1.2","0.3","0.4","0.5","1.6","3.9","0.563","0.722","0.025","0.8","10.3","5.6","12.6","1.3","2.4","12.1","13","1996","Wing Scorers",0.1,"NYK","lohaubr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/lohaubr01.jpg"
"74","Brad Lohaus","PF","31","NYK","1.4","3.4","0.405","1","2.5","0.421","0.3","1","0.364","0.557","0.1","0.1","1","0.1","1.3","1.3","1.2","0.3","0.4","0.5","1.6","3.9","0.563","0.722","0.025","0.8","10.3","5.6","12.6","1.3","2.4","12.1","13","1996","Wing Scorers",0.1,"SAS","lohaubr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/lohaubr01.jpg"
"75","Brad Lohaus","PF","31","NYK","1.4","3.4","0.405","1","2.5","0.421","0.3","1","0.364","0.557","0.1","0.1","1","0.1","1.3","1.3","1.2","0.3","0.4","0.5","1.6","3.9","0.563","0.722","0.025","0.8","10.3","5.6","12.6","1.3","2.4","12.1","13","1996","Wing Scorers",0.1,"TOT","lohaubr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/lohaubr01.jpg"
"76","Brent Barry","SG","24","LAC","3.6","7.6","0.474","1.6","3.7","0.416","2","3.8","0.532","0.577","1.4","1.7","0.81","0.5","1.6","2.1","2.9","1.2","0.3","1.5","2.5","10.1","0.609","0.496","0.229","2.4","8.4","5.3","18.8","2.6","0.9","15.4","18.3","1996","Swingmen",1.8,"LAC","barrybr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/barrybr01.jpg"
"77","Brent Price","PG","27","WSB","3.1","6.6","0.472","1.7","3.7","0.462","1.4","2.9","0.485","0.602","2.1","2.4","0.874","0.5","2.3","2.8","5.1","1","0","1.9","2.3","10","0.655","0.564","0.358","2.2","10.7","6.6","29.7","2","0.1","19.8","16.9","1996","Swingmen",2.4,"WSB","pricebr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pricebr01.jpg"
"78","Brian Grant","PF","23","SAC","5.5","10.8","0.507","0.1","0.2","0.235","5.4","10.6","0.513","0.51","3.4","4.6","0.732","2.2","4.7","7","1.6","0.5","1.3","2.4","3.4","14.4","0.56","0.02","0.425","8.4","17.9","13.2","9.2","0.9","3.2","15.6","21.7","1996","Bruiser Scorers",1.1,"SAC","grantbr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantbr01.jpg"
"79","Brian Shaw","PG","29","ORL","2.4","6.5","0.374","0.5","1.9","0.285","1.9","4.6","0.412","0.417","1.2","1.5","0.798","0.8","2.2","3","4.5","0.8","0.1","2.3","2.1","6.6","0.463","0.296","0.235","4.1","11.3","7.8","28.7","1.8","0.5","24.4","19.1","1996","Wing Scorers",-0.7,"ORL","shawbr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/shawbr01.jpg"
"80","Bryant Reeves","C","22","VAN","5.2","11.4","0.457","0","0","0","5.2","11.4","0.459","0.457","2.8","3.9","0.732","2.3","5.1","7.4","1.4","0.6","0.7","2","2.9","13.3","0.506","0.003","0.341","8.2","19.4","13.6","8.3","0.9","1.7","13.5","21.6","1996","Bruiser Scorers",-0.8,"VAN","reevebr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/reevebr01.jpg"
"81","Bryant Stith","SG","25","DEN","4.6","11.1","0.416","0.5","1.8","0.277","4.1","9.3","0.443","0.439","3.9","4.6","0.844","1.5","3.4","4.9","2.9","1.4","0.2","1.9","2.3","13.6","0.519","0.162","0.416","5.1","11.3","8.2","13.8","2.1","0.4","12.7","19.6","1996","Ball Handlers",1.6,"DEN","stithbr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/stithbr01.jpg"
"82","Buck Williams","PF","35","POR","2.7","5.5","0.5","0","0","0.667","2.7","5.4","0.499","0.503","1.8","2.7","0.668","2.3","3.5","5.8","0.6","0.6","0.7","1.3","2.7","7.3","0.548","0.008","0.487","10.9","16.6","13.8","3.8","1.2","2.1","16.2","14.6","1996","Bruiser Big Men",0.5,"POR","willibu01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willibu01.jpg"
"83","Byron Scott","SG","34","VAN","3.4","8.5","0.401","0.9","2.8","0.335","2.5","5.7","0.433","0.456","2.5","3","0.835","0.5","1.9","2.4","1.5","0.8","0.3","1.3","1.6","10.2","0.523","0.327","0.359","2.4","9.8","5.9","11.7","1.8","0.9","11.3","21.3","1996","Swingmen",-0.2,"VAN","scottby01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/scottby01.jpg"
"84","Calbert Cheaney","SF","24","WSB","6.1","12.9","0.471","0.7","2.2","0.338","5.3","10.7","0.498","0.499","2.2","3.1","0.706","1","2.5","3.4","2.2","1","0.3","1.8","2.9","15.1","0.528","0.17","0.236","3.5","8.5","6.1","10.6","1.5","0.6","11.4","21.7","1996","Swingmen",0.3,"WSB","cheanca01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/cheanca01.jpg"
"85","Carlos Rogers","PF","24","TOR","3.2","6.1","0.517","0.1","0.4","0.143","3.1","5.8","0.542","0.522","1.3","2.3","0.546","1.4","1.6","3","0.6","0.4","0.9","1.1","1.6","7.7","0.536","0.061","0.378","9.1","10.3","9.7","5.5","1.2","3.5","13.2","19.5","1996","Bruiser Big Men",-0.5,"TOR","rogerca01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rogerca01.jpg"
"86","Cedric Ceballos","SF","26","LAL","8.2","15.4","0.53","0.7","2.4","0.277","7.5","13.1","0.576","0.552","4.2","5.2","0.804","2.8","4.1","6.9","1.5","1.2","0.3","2.1","1.8","21.2","0.599","0.153","0.34","9.7","13.9","11.9","7.9","1.9","0.6","10.8","26.5","1996","Bruiser Scorers",2.7,"LAL","cebalce01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/cebalce01.jpg"
"87","Charles Oakley","PF","32","NYK","4","8.5","0.471","0.1","0.5","0.269","3.8","8","0.483","0.479","3.3","4","0.833","3.1","5.6","8.7","2.6","1.1","0.3","2","3.7","11.4","0.559","0.058","0.469","11.1","19.3","15.3","12.1","1.7","0.6","16.1","16.9","1996","Bruiser Scorers",1.9,"NYK","oaklech01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/oaklech01.jpg"
"88","Charles Smith","PF","30","TOT","3.3","7.9","0.422","0","0.2","0.133","3.3","7.7","0.43","0.424","1.6","2.2","0.73","1.8","3.1","5","0.9","0.7","1.1","1.5","3.1","8.3","0.469","0.026","0.282","9.2","14.8","12.1","6","1.5","3.5","14","20.2","1996","Bruiser Big Men",-0.2,"SAS","smithch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithch01.jpg"
"89","Charles Smith","PF","30","TOT","3.3","7.9","0.422","0","0.2","0.133","3.3","7.7","0.43","0.424","1.6","2.2","0.73","1.8","3.1","5","0.9","0.7","1.1","1.5","3.1","8.3","0.469","0.026","0.282","9.2","14.8","12.1","6","1.5","3.5","14","20.2","1996","Bruiser Big Men",-0.2,"TOT","smithch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithch01.jpg"
"90","Charles Smith","PF","30","TOT","3.3","7.9","0.422","0","0.2","0.133","3.3","7.7","0.43","0.424","1.6","2.2","0.73","1.8","3.1","5","0.9","0.7","1.1","1.5","3.1","8.3","0.469","0.026","0.282","9.2","14.8","12.1","6","1.5","3.5","14","20.2","1996","Bruiser Big Men",-0.2,"NYK","smithch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithch01.jpg"
"91","Charles Smith","PF","30","TOT","3.3","7.9","0.422","0","0.2","0.133","3.3","7.7","0.43","0.424","1.6","2.2","0.73","1.8","3.1","5","0.9","0.7","1.1","1.5","3.1","8.3","0.469","0.026","0.282","9.2","14.8","12.1","6","1.5","3.5","14","20.2","1996","Bruiser Big Men",-0.2,"MIN","smithch02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithch02.jpg"
"92","Charles Smith","PF","30","NYK","2.8","7.2","0.388","0","0.4","0.133","2.7","6.8","0.401","0.391","1.8","2.5","0.709","1.4","2.5","3.9","0.7","0.4","1.2","1.5","3","7.4","0.446","0.051","0.35","8.1","13.1","10.6","5.2","1.1","4.4","15.2","21","1996","Bruiser Big Men",-0.6,"SAS","smithch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithch01.jpg"
"93","Charles Smith","PF","30","NYK","2.8","7.2","0.388","0","0.4","0.133","2.7","6.8","0.401","0.391","1.8","2.5","0.709","1.4","2.5","3.9","0.7","0.4","1.2","1.5","3","7.4","0.446","0.051","0.35","8.1","13.1","10.6","5.2","1.1","4.4","15.2","21","1996","Bruiser Big Men",-0.6,"TOT","smithch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithch01.jpg"
"94","Charles Smith","PF","30","NYK","2.8","7.2","0.388","0","0.4","0.133","2.7","6.8","0.401","0.391","1.8","2.5","0.709","1.4","2.5","3.9","0.7","0.4","1.2","1.5","3","7.4","0.446","0.051","0.35","8.1","13.1","10.6","5.2","1.1","4.4","15.2","21","1996","Bruiser Big Men",-0.6,"NYK","smithch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithch01.jpg"
"95","Charles Smith","PF","30","NYK","2.8","7.2","0.388","0","0.4","0.133","2.7","6.8","0.401","0.391","1.8","2.5","0.709","1.4","2.5","3.9","0.7","0.4","1.2","1.5","3","7.4","0.446","0.051","0.35","8.1","13.1","10.6","5.2","1.1","4.4","15.2","21","1996","Bruiser Big Men",-0.6,"MIN","smithch02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithch02.jpg"
"96","Charles Smith","PF","30","SAS","4.1","8.9","0.458","0","0","0","4.1","8.9","0.458","0.458","1.4","1.9","0.767","2.3","4","6.3","1.1","1","0.9","1.4","3.1","9.6","0.493","0","0.211","10.4","16.6","13.6","6.8","2","2.5","12.7","19.4","1996","Bruiser Big Men",0.4,"SAS","smithch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithch01.jpg"
"97","Charles Smith","PF","30","SAS","4.1","8.9","0.458","0","0","0","4.1","8.9","0.458","0.458","1.4","1.9","0.767","2.3","4","6.3","1.1","1","0.9","1.4","3.1","9.6","0.493","0","0.211","10.4","16.6","13.6","6.8","2","2.5","12.7","19.4","1996","Bruiser Big Men",0.4,"TOT","smithch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithch01.jpg"
"98","Charles Smith","PF","30","SAS","4.1","8.9","0.458","0","0","0","4.1","8.9","0.458","0.458","1.4","1.9","0.767","2.3","4","6.3","1.1","1","0.9","1.4","3.1","9.6","0.493","0","0.211","10.4","16.6","13.6","6.8","2","2.5","12.7","19.4","1996","Bruiser Big Men",0.4,"NYK","smithch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithch01.jpg"
"99","Charles Smith","PF","30","SAS","4.1","8.9","0.458","0","0","0","4.1","8.9","0.458","0.458","1.4","1.9","0.767","2.3","4","6.3","1.1","1","0.9","1.4","3.1","9.6","0.493","0","0.211","10.4","16.6","13.6","6.8","2","2.5","12.7","19.4","1996","Bruiser Big Men",0.4,"MIN","smithch02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithch02.jpg"
"100","Charlie Ward","PG","25","NYK","1.4","3.5","0.399","0.5","1.6","0.333","0.9","1.9","0.454","0.475","0.6","0.9","0.685","0.5","1.2","1.6","2.1","0.9","0.1","1.3","1.6","3.9","0.505","0.454","0.248","4.5","10.7","7.7","25.9","3.6","0.6","24.6","19","1996","Wing Scorers",0.3,"NYK","wardch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wardch01.jpg"
"101","Cherokee Parks","C","23","DAL","1.6","3.9","0.409","0.1","0.4","0.269","1.5","3.5","0.425","0.423","0.6","1","0.661","1","2.3","3.4","0.5","0.4","0.5","0.5","1.6","3.9","0.456","0.105","0.251","7.3","19.9","13","5","1.4","2.6","10.2","14.6","1996","Bruiser Big Men",-0.7,"DAL","parksch02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/parksch02.jpg"
"102","Chris Childs","PG","28","NJN","4.2","10","0.416","1.2","3.3","0.367","2.9","6.7","0.441","0.478","3.3","3.9","0.852","0.7","2.5","3.1","7","1.4","0.1","2.9","3.2","12.8","0.549","0.333","0.391","2.3","9.1","5.6","38.6","2.4","0.3","20.1","20.7","1996","Ball Handlers",1.9,"NJN","childch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/childch01.jpg"
"103","Chris Dudley","C","30","POR","2","4.5","0.453","0","0","0","2","4.5","0.454","0.453","1","2","0.51","3","6","9","0.5","0.5","1.3","1","3.1","5.1","0.473","0.003","0.439","14.2","28.4","21.3","2.8","1.1","3.9","15.6","11.5","1996","Bruiser Big Men",0.5,"POR","dudlech02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/dudlech02.jpg"
"104","Chris Gatling","PF","28","MIA","6.5","10.8","0.598","0","0","0","6.5","10.8","0.598","0.598","2.3","3.1","0.733","2.1","5.2","7.3","0.7","0.7","0.5","1.5","3.4","15.2","0.625","0","0.29","10.8","25","18","6.6","1.6","1.5","10.7","26.3","1996","Bruiser Scorers",0.4,"MIA","gatlich01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gatlich01.jpg"
"105","Chris Gatling","PF","28","MIA","6.5","10.8","0.598","0","0","0","6.5","10.8","0.598","0.598","2.3","3.1","0.733","2.1","5.2","7.3","0.7","0.7","0.5","1.5","3.4","15.2","0.625","0","0.29","10.8","25","18","6.6","1.6","1.5","10.7","26.3","1996","Bruiser Scorers",0.4,"TOT","gatlich01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gatlich01.jpg"
"106","Chris Gatling","PF","28","MIA","6.5","10.8","0.598","0","0","0","6.5","10.8","0.598","0.598","2.3","3.1","0.733","2.1","5.2","7.3","0.7","0.7","0.5","1.5","3.4","15.2","0.625","0","0.29","10.8","25","18","6.6","1.6","1.5","10.7","26.3","1996","Bruiser Scorers",0.4,"GSW","gatlich01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gatlich01.jpg"
"107","Chris Gatling","PF","28","TOT","4.6","8","0.575","0","0","0","4.6","8","0.576","0.575","2","2.9","0.671","1.8","4.1","5.9","0.6","0.5","0.6","1.3","3.1","11.1","0.601","0.002","0.365","10.5","23.2","16.9","5.8","1.3","2.1","12.6","23.4","1996","Bruiser Big Men",0.3,"MIA","gatlich01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gatlich01.jpg"
"108","Chris Gatling","PF","28","TOT","4.6","8","0.575","0","0","0","4.6","8","0.576","0.575","2","2.9","0.671","1.8","4.1","5.9","0.6","0.5","0.6","1.3","3.1","11.1","0.601","0.002","0.365","10.5","23.2","16.9","5.8","1.3","2.1","12.6","23.4","1996","Bruiser Big Men",0.3,"TOT","gatlich01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gatlich01.jpg"
"109","Chris Gatling","PF","28","TOT","4.6","8","0.575","0","0","0","4.6","8","0.576","0.575","2","2.9","0.671","1.8","4.1","5.9","0.6","0.5","0.6","1.3","3.1","11.1","0.601","0.002","0.365","10.5","23.2","16.9","5.8","1.3","2.1","12.6","23.4","1996","Bruiser Big Men",0.3,"GSW","gatlich01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gatlich01.jpg"
"110","Chris Gatling","PF","28","GSW","3.6","6.6","0.555","0","0","0","3.6","6.5","0.557","0.555","1.8","2.8","0.636","1.7","3.5","5.1","0.6","0.4","0.6","1.3","2.9","9.1","0.582","0.003","0.429","10.3","22.1","16.2","5.2","1.1","2.4","14.1","21.5","1996","Bruiser Big Men",-0.1,"MIA","gatlich01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gatlich01.jpg"
"111","Chris Gatling","PF","28","GSW","3.6","6.6","0.555","0","0","0","3.6","6.5","0.557","0.555","1.8","2.8","0.636","1.7","3.5","5.1","0.6","0.4","0.6","1.3","2.9","9.1","0.582","0.003","0.429","10.3","22.1","16.2","5.2","1.1","2.4","14.1","21.5","1996","Bruiser Big Men",-0.1,"TOT","gatlich01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gatlich01.jpg"
"112","Chris Gatling","PF","28","GSW","3.6","6.6","0.555","0","0","0","3.6","6.5","0.557","0.555","1.8","2.8","0.636","1.7","3.5","5.1","0.6","0.4","0.6","1.3","2.9","9.1","0.582","0.003","0.429","10.3","22.1","16.2","5.2","1.1","2.4","14.1","21.5","1996","Bruiser Big Men",-0.1,"GSW","gatlich01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gatlich01.jpg"
"113","Chris King","SF","26","VAN","3.1","7.3","0.427","0.6","1.4","0.389","2.6","5.9","0.436","0.465","1.1","1.7","0.662","1.3","2.3","3.6","1.3","0.9","0.4","1.3","2","7.9","0.492","0.193","0.232","6","11.5","8.7","9.5","1.9","1.3","13.8","17.7","1996","Wing Scorers",-0.2,"VAN","kingch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kingch01.jpg"
"114","Chris Mills","SF","26","CLE","5.7","12.1","0.468","1","2.6","0.376","4.7","9.5","0.493","0.508","2.7","3.3","0.829","1.4","4.1","5.5","2.4","0.9","0.7","1.5","3","15.1","0.554","0.216","0.271","4.8","14.6","9.6","11.2","1.4","1.5","10","19.9","1996","Swingmen",2,"CLE","millsch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/millsch01.jpg"
"115","Chris Morris","SG","30","UTA","4","9.2","0.437","1","3","0.32","3.1","6.2","0.494","0.489","1.5","1.9","0.772","1.5","2","3.5","1.2","1","0.3","1.1","2.1","10.5","0.522","0.325","0.21","8.8","10.8","9.9","8.9","2.4","1.2","9.7","23.6","1996","Swingmen",1.2,"UTA","morrich01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/morrich01.jpg"
"116","Chris Webber","PF","22","WSB","10","18.4","0.543","1","2.3","0.441","9","16.1","0.558","0.571","2.7","4.6","0.594","2.5","5.1","7.6","5","1.8","0.6","3.3","3.4","23.7","0.581","0.123","0.25","8","15.9","12","24.9","2.5","1.2","13.8","28.5","1996","Ball Handlers",1.1,"WSB","webbech01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/webbech01.jpg"
"117","Chris Whitney","PG","24","WSB","2.1","4.7","0.455","0.9","2.1","0.432","1.2","2.6","0.473","0.551","2","2.1","0.932","0.1","1.5","1.6","2.4","0.9","0","1.1","2.2","7.1","0.634","0.444","0.444","0.7","10.7","5.8","22.6","2.8","0.2","16.3","18.9","1996","Swingmen",0.3,"WSB","whitnch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/whitnch01.jpg"
"118","Christian Laettner","C","26","TOT","6","12.3","0.487","0.1","0.5","0.231","5.9","11.7","0.499","0.492","4.4","5.4","0.818","2.5","4.8","7.3","2.7","1","1","2.5","3.7","16.4","0.563","0.043","0.437","8.6","17.2","12.8","13.7","1.5","2.2","14.7","22.6","1996","Bruiser Scorers",2,"ATL","laettch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/laettch01.jpg"
"119","Christian Laettner","C","26","TOT","6","12.3","0.487","0.1","0.5","0.231","5.9","11.7","0.499","0.492","4.4","5.4","0.818","2.5","4.8","7.3","2.7","1","1","2.5","3.7","16.4","0.563","0.043","0.437","8.6","17.2","12.8","13.7","1.5","2.2","14.7","22.6","1996","Bruiser Scorers",2,"TOT","laettch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/laettch01.jpg"
"120","Christian Laettner","C","26","TOT","6","12.3","0.487","0.1","0.5","0.231","5.9","11.7","0.499","0.492","4.4","5.4","0.818","2.5","4.8","7.3","2.7","1","1","2.5","3.7","16.4","0.563","0.043","0.437","8.6","17.2","12.8","13.7","1.5","2.2","14.7","22.6","1996","Bruiser Scorers",2,"MIN","laettch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/laettch01.jpg"
