"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","second2$VORP","Tm.y","Index","Image"
"457","Ron Grandison","PF","31","MIA","0.7","2.2","0.333","0.2","0.7","0.308","0.5","1.4","0.346","0.385","0.7","1.1","0.684","0.8","1.2","2","0.6","0.4","0.1","0.6","1.5","2.4","0.454","0.333","0.487","7.1","10.7","8.9","6.3","1.8","0.3","18.8","11.3","1996","Wing Scorers",0,"NYK","grandro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grandro01.jpg"
"458","Ron Grandison","PF","31","MIA","0.7","2.2","0.333","0.2","0.7","0.308","0.5","1.4","0.346","0.385","0.7","1.1","0.684","0.8","1.2","2","0.6","0.4","0.1","0.6","1.5","2.4","0.454","0.333","0.487","7.1","10.7","8.9","6.3","1.8","0.3","18.8","11.3","1996","Wing Scorers",0,"ATL","grandro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grandro01.jpg"
"459","Ron Grandison","PF","31","MIA","0.7","2.2","0.333","0.2","0.7","0.308","0.5","1.4","0.346","0.385","0.7","1.1","0.684","0.8","1.2","2","0.6","0.4","0.1","0.6","1.5","2.4","0.454","0.333","0.487","7.1","10.7","8.9","6.3","1.8","0.3","18.8","11.3","1996","Wing Scorers",0,"MIA","grandro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grandro01.jpg"
"460","Ron Grandison","PF","31","MIA","0.7","2.2","0.333","0.2","0.7","0.308","0.5","1.4","0.346","0.385","0.7","1.1","0.684","0.8","1.2","2","0.6","0.4","0.1","0.6","1.5","2.4","0.454","0.333","0.487","7.1","10.7","8.9","6.3","1.8","0.3","18.8","11.3","1996","Wing Scorers",0,"TOT","grandro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grandro01.jpg"
"461","Ron Harper","PG","32","CHI","2.9","6.3","0.467","0.4","1.3","0.269","2.6","5","0.519","0.495","1.2","1.7","0.705","0.9","1.7","2.7","2.6","1.3","0.4","0.9","1.7","7.4","0.528","0.208","0.277","4.6","8.6","6.6","15.5","2.9","1.3","11.5","14.9","1996","Swingmen",2.2,"CHI","harpero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harpero01.jpg"
"462","Rony Seikaly","C","30","GSW","4.5","8.9","0.502","0","0","0.667","4.4","8.8","0.501","0.504","3.2","4.4","0.723","2.6","5.2","7.8","1.1","0.6","1.1","2.8","3.4","12.1","0.561","0.005","0.496","10.4","21.4","15.8","6.4","1.1","2.8","20.6","20.9","1996","Bruiser Scorers",-0.1,"GSW","seikaro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/seikaro01.jpg"
"463","Rumeal Robinson","PG","29","POR","2.1","5.1","0.416","0.7","1.8","0.38","1.4","3.3","0.437","0.484","0.8","1.2","0.647","0.4","1.4","1.8","3.3","0.6","0.1","1.7","1.8","5.7","0.507","0.357","0.231","3","9.4","6.2","31","1.9","0.5","22.8","19.3","1996","Wing Scorers",0,"POR","robinru01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/robinru01.jpg"
"464","Sam Cassell","PG","26","HOU","4.7","10.8","0.439","1.2","3.4","0.348","3.5","7.3","0.482","0.495","3.9","4.7","0.825","0.8","2.2","3.1","4.6","0.9","0.1","2.6","2.7","14.5","0.565","0.319","0.433","3.5","9","6.3","27.3","1.6","0.2","16.7","25.1","1996","Ball Handlers",0.7,"HOU","cassesa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/cassesa01.jpg"
"465","Sam Mack","SF","25","HOU","3.9","9.3","0.422","1.7","4.4","0.4","2.2","4.9","0.441","0.516","1.3","1.5","0.848","0.6","2.6","3.2","2.5","0.7","0.3","0.9","2.4","10.8","0.545","0.47","0.16","2.4","10.2","6.4","14.3","1.3","0.7","8.4","17.4","1996","Swingmen",0.3,"HOU","macksa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/macksa01.jpg"
"466","Sam Mitchell","SF","32","MIN","3.9","7.9","0.49","0","0.2","0.056","3.9","7.7","0.503","0.491","3","3.7","0.814","1.4","3","4.3","0.9","0.6","0.3","1.1","2.8","10.8","0.566","0.029","0.471","6","12.9","9.5","5.7","1.2","0.9","10.4","17.2","1996","Bruiser Big Men",-0.1,"MIN","mitchsa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mitchsa01.jpg"
"467","Sam Perkins","PF","34","SEA","4","9.7","0.408","1.6","4.4","0.355","2.4","5.3","0.452","0.489","2.3","2.9","0.793","1.2","3.2","4.5","1.5","1","0.6","1","2.1","11.8","0.537","0.455","0.302","5.8","13.8","10","8.9","2","1.8","8.3","20.3","1996","Swingmen",1.9,"SEA","perkisa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/perkisa01.jpg"
"468","Sasha Danilovic","SG","25","MIA","4.4","9.7","0.451","1.8","4.1","0.436","2.6","5.6","0.462","0.543","2.9","3.8","0.764","0.6","1.8","2.4","2.5","0.8","0.2","1.9","2.6","13.4","0.591","0.424","0.391","2.6","7.1","4.9","14.9","1.5","0.4","14.6","21.2","1996","Swingmen",0.3,"MIA","danilsa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/danilsa01.jpg"
"469","Scott Burrell","SF","25","CHH","4.6","10.3","0.447","1.9","4.9","0.378","2.8","5.4","0.509","0.536","2.1","2.8","0.75","1.3","3.6","4.9","2.4","1.4","0.7","2.2","3.8","13.2","0.57","0.476","0.272","4.5","12.9","8.6","10.5","2","1.4","15.7","17.9","1996","Swingmen",0.6,"CHH","burresc01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/burresc01.jpg"
"470","Scott Skiles","PG","31","PHI","2","5.7","0.351","1.5","3.4","0.441","0.5","2.3","0.217","0.482","0.8","1","0.8","0.1","1.5","1.6","3.8","0.7","0","1.6","2.1","6.3","0.513","0.596","0.175","0.5","7.5","3.9","25.8","1.5","0","20.7","14.7","1996","Wing Scorers",-0.2,"PHI","skilesc01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/skilesc01.jpg"
"471","Scott Williams","PF","27","PHI","1.2","2.2","0.517","0","0.2","0","1.2","2.1","0.556","0.517","0.8","0.9","0.833","1","2.5","3.5","0.4","0.5","0.5","0.6","2.1","3.1","0.583","0.069","0.414","7.6","20.3","13.8","4.1","1.6","2.7","18.9","9.8","1996","Bruiser Big Men",-0.1,"PHI","willisc01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willisc01.jpg"
"472","Sean Elliott","SF","27","SAS","6.8","14.6","0.466","2.1","5.1","0.411","4.7","9.5","0.495","0.537","4.2","5.5","0.771","0.9","4.2","5.1","2.7","0.9","0.4","2.6","2.3","20","0.585","0.348","0.375","2.8","12.1","7.6","11.8","1.2","0.8","13.1","23.4","1996","Ball Handlers",2.9,"SAS","elliose01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/elliose01.jpg"
"473","Sean Higgins","SF","27","PHI","3","7.3","0.415","1.1","2.9","0.372","2","4.4","0.443","0.489","0.8","0.8","0.946","0.5","1.6","2.1","1.3","0.5","0.3","1.1","2","8","0.517","0.399","0.115","2.5","9.3","5.8","10.7","1.4","0.9","12.6","18.9","1996","Swingmen",-0.5,"PHI","higgise01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/higgise01.jpg"
"474","Sean Rooks","C","26","TOT","2.2","4.4","0.505","0","0.1","0.143","2.2","4.3","0.514","0.507","2.1","3.1","0.668","1.2","2.7","3.9","0.7","0.4","0.6","1.2","2.2","6.5","0.567","0.025","0.709","8.6","18.7","13.6","6.7","1.1","2.9","17.6","18.1","1996","Bruiser Big Men",-0.3,"MIN","rooksse01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rooksse01.jpg"
"475","Sean Rooks","C","26","TOT","2.2","4.4","0.505","0","0.1","0.143","2.2","4.3","0.514","0.507","2.1","3.1","0.668","1.2","2.7","3.9","0.7","0.4","0.6","1.2","2.2","6.5","0.567","0.025","0.709","8.6","18.7","13.6","6.7","1.1","2.9","17.6","18.1","1996","Bruiser Big Men",-0.3,"ATL","rooksse01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rooksse01.jpg"
"476","Sean Rooks","C","26","TOT","2.2","4.4","0.505","0","0.1","0.143","2.2","4.3","0.514","0.507","2.1","3.1","0.668","1.2","2.7","3.9","0.7","0.4","0.6","1.2","2.2","6.5","0.567","0.025","0.709","8.6","18.7","13.6","6.7","1.1","2.9","17.6","18.1","1996","Bruiser Big Men",-0.3,"TOT","rooksse01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rooksse01.jpg"
"477","Sean Rooks","C","26","ATL","2","3.6","0.552","0","0.1","0","2","3.6","0.561","0.552","1.8","2.7","0.674","1.3","1.9","3.2","0.6","0.3","0.9","1.9","2.2","5.8","0.605","0.017","0.741","11.1","17.2","14","6.9","1","5","28.7","22.6","1996","Bruiser Big Men",-0.1,"MIN","rooksse01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rooksse01.jpg"
"478","Sean Rooks","C","26","ATL","2","3.6","0.552","0","0.1","0","2","3.6","0.561","0.552","1.8","2.7","0.674","1.3","1.9","3.2","0.6","0.3","0.9","1.9","2.2","5.8","0.605","0.017","0.741","11.1","17.2","14","6.9","1","5","28.7","22.6","1996","Bruiser Big Men",-0.1,"ATL","rooksse01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rooksse01.jpg"
"479","Sean Rooks","C","26","ATL","2","3.6","0.552","0","0.1","0","2","3.6","0.561","0.552","1.8","2.7","0.674","1.3","1.9","3.2","0.6","0.3","0.9","1.9","2.2","5.8","0.605","0.017","0.741","11.1","17.2","14","6.9","1","5","28.7","22.6","1996","Bruiser Big Men",-0.1,"TOT","rooksse01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rooksse01.jpg"
"480","Sean Rooks","C","26","MIN","2.3","4.6","0.493","0","0.1","0.167","2.3","4.5","0.502","0.496","2.2","3.2","0.667","1.2","2.9","4.2","0.8","0.4","0.6","1","2.2","6.8","0.557","0.026","0.7","8","19.1","13.5","6.7","1.1","2.4","14.2","17","1996","Bruiser Big Men",-0.2,"MIN","rooksse01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rooksse01.jpg"
"481","Sean Rooks","C","26","MIN","2.3","4.6","0.493","0","0.1","0.167","2.3","4.5","0.502","0.496","2.2","3.2","0.667","1.2","2.9","4.2","0.8","0.4","0.6","1","2.2","6.8","0.557","0.026","0.7","8","19.1","13.5","6.7","1.1","2.4","14.2","17","1996","Bruiser Big Men",-0.2,"ATL","rooksse01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rooksse01.jpg"
"482","Sean Rooks","C","26","MIN","2.3","4.6","0.493","0","0.1","0.167","2.3","4.5","0.502","0.496","2.2","3.2","0.667","1.2","2.9","4.2","0.8","0.4","0.6","1","2.2","6.8","0.557","0.026","0.7","8","19.1","13.5","6.7","1.1","2.4","14.2","17","1996","Bruiser Big Men",-0.2,"TOT","rooksse01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rooksse01.jpg"
"483","Sedale Threatt","PG","34","LAL","2.9","6.4","0.458","0.7","2.1","0.355","2.2","4.4","0.507","0.515","0.7","0.9","0.761","0.2","0.9","1.2","3.3","0.8","0.1","0.9","2.2","7.3","0.535","0.321","0.135","1.4","5.1","3.3","23.7","2.1","0.5","11.7","16.8","1996","Swingmen",0.1,"LAL","threase01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/threase01.jpg"
"484","Sharone Wright","C","23","TOT","4.4","9","0.484","0","0.1","0.333","4.3","8.9","0.485","0.485","2.9","4.5","0.645","2.6","3.6","6.2","0.7","0.5","0.9","1.9","2.9","11.6","0.53","0.006","0.506","11.7","17.2","14.4","4.8","1.1","2.5","14.8","22.8","1996","Bruiser Scorers",-1.1,"TOT","wrighsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wrighsh01.jpg"
"485","Sharone Wright","C","23","TOT","4.4","9","0.484","0","0.1","0.333","4.3","8.9","0.485","0.485","2.9","4.5","0.645","2.6","3.6","6.2","0.7","0.5","0.9","1.9","2.9","11.6","0.53","0.006","0.506","11.7","17.2","14.4","4.8","1.1","2.5","14.8","22.8","1996","Bruiser Scorers",-1.1,"PHI","wrighsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wrighsh01.jpg"
"486","Sharone Wright","C","23","TOT","4.4","9","0.484","0","0.1","0.333","4.3","8.9","0.485","0.485","2.9","4.5","0.645","2.6","3.6","6.2","0.7","0.5","0.9","1.9","2.9","11.6","0.53","0.006","0.506","11.7","17.2","14.4","4.8","1.1","2.5","14.8","22.8","1996","Bruiser Scorers",-1.1,"TOR","wrighsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wrighsh01.jpg"
"487","Sharone Wright","C","23","PHI","4","8.3","0.477","0","0","0","4","8.3","0.477","0.477","2.5","4","0.629","2.7","3.8","6.5","0.6","0.5","0.8","1.8","2.7","10.5","0.518","0","0.484","12.3","18.3","15.2","4.3","1.1","2.5","14.8","21.5","1996","Bruiser Big Men",-0.9,"TOT","wrighsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wrighsh01.jpg"
"488","Sharone Wright","C","23","PHI","4","8.3","0.477","0","0","0","4","8.3","0.477","0.477","2.5","4","0.629","2.7","3.8","6.5","0.6","0.5","0.8","1.8","2.7","10.5","0.518","0","0.484","12.3","18.3","15.2","4.3","1.1","2.5","14.8","21.5","1996","Bruiser Big Men",-0.9,"PHI","wrighsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wrighsh01.jpg"
"489","Sharone Wright","C","23","PHI","4","8.3","0.477","0","0","0","4","8.3","0.477","0.477","2.5","4","0.629","2.7","3.8","6.5","0.6","0.5","0.8","1.8","2.7","10.5","0.518","0","0.484","12.3","18.3","15.2","4.3","1.1","2.5","14.8","21.5","1996","Bruiser Big Men",-0.9,"TOR","wrighsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wrighsh01.jpg"
"490","Sharone Wright","C","23","TOR","5.9","11.6","0.508","0.1","0.3","0.333","5.8","11.4","0.512","0.512","4.5","6.6","0.685","2.2","3","5.2","1","0.5","0.9","2.5","3.5","16.5","0.565","0.023","0.57","9.5","13.3","11.4","6.6","1","2.6","14.9","27.8","1996","Bruiser Scorers",-0.2,"TOT","wrighsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wrighsh01.jpg"
"491","Sharone Wright","C","23","TOR","5.9","11.6","0.508","0.1","0.3","0.333","5.8","11.4","0.512","0.512","4.5","6.6","0.685","2.2","3","5.2","1","0.5","0.9","2.5","3.5","16.5","0.565","0.023","0.57","9.5","13.3","11.4","6.6","1","2.6","14.9","27.8","1996","Bruiser Scorers",-0.2,"PHI","wrighsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wrighsh01.jpg"
"492","Sharone Wright","C","23","TOR","5.9","11.6","0.508","0.1","0.3","0.333","5.8","11.4","0.512","0.512","4.5","6.6","0.685","2.2","3","5.2","1","0.5","0.9","2.5","3.5","16.5","0.565","0.023","0.57","9.5","13.3","11.4","6.6","1","2.6","14.9","27.8","1996","Bruiser Scorers",-0.2,"TOR","wrighsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wrighsh01.jpg"
"493","Shawn Bradley","C","23","TOT","4.9","11.1","0.443","0","0.1","0.25","4.9","11","0.444","0.444","2.1","3.1","0.687","2.8","5.3","8.1","0.8","0.6","3.6","2.3","3.6","11.9","0.481","0.005","0.282","10.3","20.4","15.2","4.9","1.1","9.4","15.4","21.8","1996","Bruiser Scorers",1,"NJN","bradlsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bradlsh01.jpg"
"494","Shawn Bradley","C","23","TOT","4.9","11.1","0.443","0","0.1","0.25","4.9","11","0.444","0.444","2.1","3.1","0.687","2.8","5.3","8.1","0.8","0.6","3.6","2.3","3.6","11.9","0.481","0.005","0.282","10.3","20.4","15.2","4.9","1.1","9.4","15.4","21.8","1996","Bruiser Scorers",1,"PHI","bradlsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bradlsh01.jpg"
"495","Shawn Bradley","C","23","TOT","4.9","11.1","0.443","0","0.1","0.25","4.9","11","0.444","0.444","2.1","3.1","0.687","2.8","5.3","8.1","0.8","0.6","3.6","2.3","3.6","11.9","0.481","0.005","0.282","10.3","20.4","15.2","4.9","1.1","9.4","15.4","21.8","1996","Bruiser Scorers",1,"TOT","bradlsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bradlsh01.jpg"
"496","Shawn Bradley","C","23","NJN","5.1","11.6","0.443","0","0.1","0.25","5.1","11.5","0.444","0.444","2.2","3.3","0.679","2.8","5.1","7.9","0.8","0.6","3.7","2.2","3.6","12.5","0.48","0.005","0.285","10.1","19.5","14.7","5","1.1","9.6","14.5","22.4","1996","Bruiser Scorers",1.1,"NJN","bradlsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bradlsh01.jpg"
"497","Shawn Bradley","C","23","NJN","5.1","11.6","0.443","0","0.1","0.25","5.1","11.5","0.444","0.444","2.2","3.3","0.679","2.8","5.1","7.9","0.8","0.6","3.7","2.2","3.6","12.5","0.48","0.005","0.285","10.1","19.5","14.7","5","1.1","9.6","14.5","22.4","1996","Bruiser Scorers",1.1,"PHI","bradlsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bradlsh01.jpg"
"498","Shawn Bradley","C","23","NJN","5.1","11.6","0.443","0","0.1","0.25","5.1","11.5","0.444","0.444","2.2","3.3","0.679","2.8","5.1","7.9","0.8","0.6","3.7","2.2","3.6","12.5","0.48","0.005","0.285","10.1","19.5","14.7","5","1.1","9.6","14.5","22.4","1996","Bruiser Scorers",1.1,"TOT","bradlsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bradlsh01.jpg"
"499","Shawn Bradley","C","23","PHI","3.6","8.1","0.443","0","0","0","3.6","8.1","0.443","0.443","1.6","2.1","0.76","2.8","6","8.8","0.7","0.7","3.2","2.6","3.5","8.8","0.486","0","0.258","11.4","25.6","18.3","4.1","1.2","8.4","22.3","18.6","1996","Bruiser Scorers",-0.1,"NJN","bradlsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bradlsh01.jpg"
"500","Shawn Bradley","C","23","PHI","3.6","8.1","0.443","0","0","0","3.6","8.1","0.443","0.443","1.6","2.1","0.76","2.8","6","8.8","0.7","0.7","3.2","2.6","3.5","8.8","0.486","0","0.258","11.4","25.6","18.3","4.1","1.2","8.4","22.3","18.6","1996","Bruiser Scorers",-0.1,"PHI","bradlsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bradlsh01.jpg"
"501","Shawn Bradley","C","23","PHI","3.6","8.1","0.443","0","0","0","3.6","8.1","0.443","0.443","1.6","2.1","0.76","2.8","6","8.8","0.7","0.7","3.2","2.6","3.5","8.8","0.486","0","0.258","11.4","25.6","18.3","4.1","1.2","8.4","22.3","18.6","1996","Bruiser Scorers",-0.1,"TOT","bradlsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bradlsh01.jpg"
"502","Shawn Kemp","PF","26","SEA","6.7","11.9","0.561","0.1","0.2","0.417","6.6","11.7","0.563","0.564","6.2","8.4","0.742","3.5","7.9","11.4","2.2","1.2","1.6","4","3.8","19.6","0.631","0.013","0.709","13","26.9","20.3","11.5","1.8","3.8","20.4","26.2","1996","Bruiser Scorers",3.9,"SEA","kempsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kempsh01.jpg"
"503","Shawn Respert","SG","23","MIL","1.8","4.7","0.387","0.7","2","0.344","1.1","2.7","0.418","0.459","0.6","0.7","0.833","0.5","0.7","1.2","1.1","0.5","0.1","0.7","1.1","4.9","0.488","0.418","0.144","4","6.8","5.4","12.7","2","0.4","11.9","19.1","1996","Wing Scorers",-0.3,"MIL","respesh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/respesh01.jpg"
"504","Sherman Douglas","PG","29","TOT","4.4","8.7","0.504","0.5","1.4","0.364","3.9","7.3","0.53","0.533","2","2.8","0.731","0.7","1.6","2.3","5.5","0.8","0.1","2.5","2.1","11.3","0.57","0.161","0.32","2.8","6.6","4.7","30","1.4","0.2","19.9","19","1996","Swingmen",-0.1,"BOS","douglsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/douglsh01.jpg"
"505","Sherman Douglas","PG","29","TOT","4.4","8.7","0.504","0.5","1.4","0.364","3.9","7.3","0.53","0.533","2","2.8","0.731","0.7","1.6","2.3","5.5","0.8","0.1","2.5","2.1","11.3","0.57","0.161","0.32","2.8","6.6","4.7","30","1.4","0.2","19.9","19","1996","Swingmen",-0.1,"TOT","douglsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/douglsh01.jpg"
"506","Sherman Douglas","PG","29","TOT","4.4","8.7","0.504","0.5","1.4","0.364","3.9","7.3","0.53","0.533","2","2.8","0.731","0.7","1.6","2.3","5.5","0.8","0.1","2.5","2.1","11.3","0.57","0.161","0.32","2.8","6.6","4.7","30","1.4","0.2","19.9","19","1996","Swingmen",-0.1,"MIL","douglsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/douglsh01.jpg"
"507","Sherman Douglas","PG","29","BOS","3.6","8.4","0.429","0.1","0.7","0.143","3.5","7.7","0.455","0.435","2.5","4","0.625","0.6","1.7","2.3","3.9","0.2","0","2.9","1.6","9.8","0.482","0.083","0.476","2.8","8.3","5.5","26","0.4","0","22.2","24","1996","Wing Scorers",-0.3,"BOS","douglsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/douglsh01.jpg"
"508","Sherman Douglas","PG","29","BOS","3.6","8.4","0.429","0.1","0.7","0.143","3.5","7.7","0.455","0.435","2.5","4","0.625","0.6","1.7","2.3","3.9","0.2","0","2.9","1.6","9.8","0.482","0.083","0.476","2.8","8.3","5.5","26","0.4","0","22.2","24","1996","Wing Scorers",-0.3,"TOT","douglsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/douglsh01.jpg"
"509","Sherman Douglas","PG","29","BOS","3.6","8.4","0.429","0.1","0.7","0.143","3.5","7.7","0.455","0.435","2.5","4","0.625","0.6","1.7","2.3","3.9","0.2","0","2.9","1.6","9.8","0.482","0.083","0.476","2.8","8.3","5.5","26","0.4","0","22.2","24","1996","Wing Scorers",-0.3,"MIL","douglsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/douglsh01.jpg"
"510","Sherman Douglas","PG","29","MIL","4.5","8.7","0.514","0.6","1.5","0.379","3.9","7.2","0.542","0.547","2","2.6","0.754","0.7","1.6","2.3","5.8","0.9","0.1","2.4","2.1","11.5","0.583","0.171","0.298","2.8","6.4","4.6","30.4","1.5","0.2","19.5","18.4","1996","Swingmen",0.2,"BOS","douglsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/douglsh01.jpg"
"511","Sherman Douglas","PG","29","MIL","4.5","8.7","0.514","0.6","1.5","0.379","3.9","7.2","0.542","0.547","2","2.6","0.754","0.7","1.6","2.3","5.8","0.9","0.1","2.4","2.1","11.5","0.583","0.171","0.298","2.8","6.4","4.6","30.4","1.5","0.2","19.5","18.4","1996","Swingmen",0.2,"TOT","douglsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/douglsh01.jpg"
"512","Sherman Douglas","PG","29","MIL","4.5","8.7","0.514","0.6","1.5","0.379","3.9","7.2","0.542","0.547","2","2.6","0.754","0.7","1.6","2.3","5.8","0.9","0.1","2.4","2.1","11.5","0.583","0.171","0.298","2.8","6.4","4.6","30.4","1.5","0.2","19.5","18.4","1996","Swingmen",0.2,"MIL","douglsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/douglsh01.jpg"
"513","Spud Webb","PG","32","TOT","2.4","5.6","0.433","0.6","1.7","0.364","1.8","3.9","0.462","0.487","1.6","1.9","0.862","0.3","1","1.3","3.8","0.7","0.1","1.4","1.4","7.1","0.551","0.3","0.337","2","6.2","4.1","32.1","1.9","0.4","18.2","18.4","1996","Wing Scorers",-0.4,"TOT","webbsp01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/webbsp01.jpg"
"514","Spud Webb","PG","32","TOT","2.4","5.6","0.433","0.6","1.7","0.364","1.8","3.9","0.462","0.487","1.6","1.9","0.862","0.3","1","1.3","3.8","0.7","0.1","1.4","1.4","7.1","0.551","0.3","0.337","2","6.2","4.1","32.1","1.9","0.4","18.2","18.4","1996","Wing Scorers",-0.4,"ATL","webbsp01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/webbsp01.jpg"
"515","Spud Webb","PG","32","TOT","2.4","5.6","0.433","0.6","1.7","0.364","1.8","3.9","0.462","0.487","1.6","1.9","0.862","0.3","1","1.3","3.8","0.7","0.1","1.4","1.4","7.1","0.551","0.3","0.337","2","6.2","4.1","32.1","1.9","0.4","18.2","18.4","1996","Wing Scorers",-0.4,"MIN","webbsp01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/webbsp01.jpg"
"516","Spud Webb","PG","32","ATL","2","4.4","0.468","0.4","1.1","0.316","1.7","3.2","0.521","0.509","1.5","1.7","0.851","0.4","0.8","1.2","2.7","0.5","0","1","1.3","5.9","0.576","0.257","0.392","2.6","6.2","4.3","27.2","1.8","0.2","16.4","17.1","1996","Wing Scorers",-0.1,"TOT","webbsp01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/webbsp01.jpg"
"517","Spud Webb","PG","32","ATL","2","4.4","0.468","0.4","1.1","0.316","1.7","3.2","0.521","0.509","1.5","1.7","0.851","0.4","0.8","1.2","2.7","0.5","0","1","1.3","5.9","0.576","0.257","0.392","2.6","6.2","4.3","27.2","1.8","0.2","16.4","17.1","1996","Wing Scorers",-0.1,"ATL","webbsp01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/webbsp01.jpg"
"518","Spud Webb","PG","32","ATL","2","4.4","0.468","0.4","1.1","0.316","1.7","3.2","0.521","0.509","1.5","1.7","0.851","0.4","0.8","1.2","2.7","0.5","0","1","1.3","5.9","0.576","0.257","0.392","2.6","6.2","4.3","27.2","1.8","0.2","16.4","17.1","1996","Wing Scorers",-0.1,"MIN","webbsp01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/webbsp01.jpg"
"519","Spud Webb","PG","32","MIN","3.2","8","0.394","1.1","2.8","0.403","2","5.2","0.39","0.464","2","2.2","0.879","0.3","1.3","1.5","5.9","1","0.2","2.3","1.6","9.4","0.522","0.346","0.279","1.3","6.1","3.7","38.2","2","0.6","20.2","20.1","1996","Swingmen",-0.3,"TOT","webbsp01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/webbsp01.jpg"
